"","Xmol","SFR"
"559",2.0682759e-05,0
"560",0.02352684,1
"561",0.00058559772,1
"562",4.3155381e-05,0
"563",9.4453887e-05,1
"564",0.00051744049,1
"565",0.0067668878,1
"566",2.8696161e-05,0
"567",0.015894861,1
"568",0.00013081044,1
"569",4.6949027e-05,0
"570",5.2886684e-05,0
"571",6.6323647e-05,1
"572",0.00051512638,1
"573",3.3560337e-05,0
"574",2.0978416e-05,0
"575",1.8164294e-05,0
"576",2.8044518e-05,0
"577",0.0013932105,0
"578",6.1802357e-05,0
"579",1.9695328e-05,0
"580",1.452163e-05,0
"581",3.9616172e-05,0
"582",1.8811625e-05,0
"583",1.9394002e-05,0
"584",3.2168184e-05,0
"585",2.4423388e-05,0
"586",3.4720465e-05,0
"587",2.3874644e-05,0
"588",3.102493e-05,0
"589",0.0014069435,0
"590",3.0692238e-05,0
"591",2.2292046e-05,0
"592",1.606416e-05,0
"593",2.055171e-05,0
"594",2.4253149e-05,0
"595",2.667058e-05,0
"596",1.5180823e-05,0
"597",1.5961039e-05,0
"598",1.5946635e-05,0
"599",2.5317747e-05,0
"600",1.4006921e-05,0
"601",2.7504844e-05,0
"602",1.7100802e-05,0
"603",2.0809039e-05,0
"604",1.6748857e-05,0
"605",2.0926365e-05,0
"606",1.4986782e-05,0
"607",1.9038985e-05,0
"608",0.0013617961,0
"609",1.9840253e-05,0
"610",3.0004617e-05,0
"611",1.9245475e-05,0
"612",2.4662164e-05,0
"613",2.0436119e-05,0
"614",2.0118353e-05,0
"615",1.4740187e-05,0
"616",1.2012776e-05,0
"617",0.001401076,0
"618",1.5569768e-05,0
"619",0.0014424182,0
"620",2.5087966e-05,0
"621",1.7523428e-05,0
"622",1.7540792e-05,0
"623",1.442874e-05,0
"624",2.5445414e-05,0
"625",0.0014384732,0
"626",1.4229095e-05,0
"627",1.3007012e-05,0
"628",1.2448265e-05,0
"629",2.9292017e-05,0
"630",2.5700223e-05,0
"631",2.4307192e-05,0
"632",0.0013228736,0
"633",2.4977375e-05,0
"634",1.5583966e-05,0
"635",1.0288395e-05,0
"636",1.55252e-05,0
"637",1.2651243e-05,0
"638",1.6182977e-05,0
"639",1.1197342e-05,0
"640",1.9157061e-05,0
"641",1.1751211e-05,0
"642",1.4055263e-05,0
"643",1.5653679e-05,0
"644",3.3613746e-05,0
"645",1.0474255e-05,0
"646",1.2972361e-05,0
"647",1.4725664e-05,0
"648",1.6200842e-05,0
"649",1.6094255e-05,0
"650",1.0668706e-05,0
"651",0.0012495662,0
"652",1.2436217e-05,0
"653",1.4920389e-05,0
"654",1.1899854e-05,0
"655",1.3590316e-05,0
"656",1.6986137e-05,0
"657",3.9138203e-05,0
"658",1.8957985e-05,0
"659",1.2961596e-05,0
"660",2.026639e-05,0
"661",1.9261651e-05,0
"662",1.7172943e-05,0
"663",1.2323023e-05,0
"664",9.91336e-06,0
"665",0.0012349907,0
"666",0.0013353272,0
"667",2.1312365e-05,0
"668",1.9765227e-05,0
"669",3.3994609e-05,0
"670",1.6196951e-05,0
"671",1.2748598e-05,0
"672",1.9026422e-05,0
"673",0.0014221408,0
"674",1.3205356e-05,0
"675",2.3795354e-05,0
"676",1.6422297e-05,0
"677",1.3152074e-05,0
"678",2.0528392e-05,0
"679",1.8967492e-05,0
"680",2.8317197e-05,0
"681",1.1650475e-05,0
"682",1.2950325e-05,0
"683",1.259384e-05,0
"684",1.0879086e-05,0
"685",1.5414412e-05,0
"686",1.0530986e-05,0
"687",1.2943425e-05,0
"688",0.0013666674,0
"689",1.2466411e-05,0
"690",1.2589953e-05,0
"691",1.1854424e-05,0
"692",1.7658545e-05,0
"693",1.7398487e-05,0
"694",0.0013526273,0
"695",1.5607078e-05,0
"696",7.9359108e-06,0
"697",9.2622937e-06,0
"698",9.0421447e-06,0
"699",1.5717924e-05,0
"700",1.9079829e-05,0
"701",1.2110221e-05,0
"702",9.9578675e-06,0
"703",1.6868661e-05,0
"704",2.9104489e-05,0
"705",1.5516499e-05,0
"706",1.1397806e-05,0
"707",1.2006492e-05,0
"708",1.4159306e-05,0
"709",1.1640229e-05,0
"710",1.3879367e-05,0
"711",1.224358e-05,0
"712",1.6093676e-05,0
"713",2.3600527e-05,0
"714",0.00022904241,0
"715",1.3504939e-05,0
"716",0.00016951303,0
"717",1.2865726e-05,0
"718",1.6759148e-05,0
"719",9.5475867e-06,0
"720",1.2368287e-05,0
"721",1.9308851e-05,0
"722",9.4343643e-06,0
"723",1.6646932e-05,0
"724",1.2022698e-05,0
"725",9.2112107e-06,0
"726",3.3437339e-05,0
"727",0.001293339,0
"728",0.0049423323,1
"729",0.01559344,1
"730",0.025404656,1
"731",0.00068318489,1
"732",0.011548633,1
"733",0.002505534,1
"734",2.7908529e-05,0
"735",0.00053450546,1
"736",0.013060997,1
"737",0.0001109141,1
"738",0.00038948359,1
"739",3.8905577e-05,0
"740",0.0033313138,1
"741",0.044484737,1
"742",6.8384817e-05,1
"743",0.00024507878,1
"744",2.2987897e-05,0
"745",0.029815536,1
"746",4.362834e-05,0
"747",1.8001393e-05,0
"748",2.9269307e-05,0
"749",0.0018792074,1
"750",0.00013184814,1
"751",1.5635947e-05,0
"752",4.5849367e-05,0
"753",3.0233404e-05,0
"754",4.2655336e-05,0
"755",2.7320051e-05,0
"756",3.0085678e-05,0
"757",2.8321927e-05,0
"758",3.5222235e-05,0
"759",1.61807e-05,0
"760",2.4516809e-05,0
"761",2.6942306e-05,0
"762",2.7304489e-05,0
"763",2.3508637e-05,0
"764",2.8695068e-05,0
"765",3.0141094e-05,0
"766",2.5977521e-05,0
"767",1.0497909e-05,0
"768",2.1423681e-05,0
"769",3.7753383e-05,0
"770",2.4512295e-05,0
"771",2.2621054e-05,0
"772",1.8120586e-05,0
"773",2.2768828e-05,0
"774",2.3934387e-05,0
"775",1.9758565e-05,0
"776",2.2085341e-05,0
"777",3.2065686e-05,0
"778",1.9719106e-05,0
"779",1.4823037e-05,0
"780",2.0384226e-05,0
"781",3.0386079e-05,0
"782",1.2437029e-05,0
"783",1.0437437e-05,0
"784",2.3007861e-05,0
"785",2.3540611e-05,0
"786",1.6256015e-05,0
"787",1.9568461e-05,0
"788",2.4606416e-05,0
"789",1.8311245e-05,0
"790",1.727118e-05,0
"791",2.3869845e-05,0
"792",2.1994644e-05,0
"793",1.9648881e-05,0
"794",1.9551824e-05,0
"795",2.3838289e-05,0
"796",2.7330097e-05,0
"797",1.8770626e-05,0
"798",1.7960554e-05,0
"799",1.8387093e-05,0
"800",1.5928274e-05,0
"801",2.0783076e-05,0
"802",2.9046521e-05,0
"803",1.2309337e-05,0
"804",1.2261051e-05,0
"805",1.6030684e-05,0
"806",2.1360022e-05,0
"807",2.0092439e-05,0
"808",2.0946462e-05,0
"809",1.3567209e-05,0
"810",1.7455511e-05,0
"811",1.4851478e-05,0
"812",1.6494045e-05,0
"813",1.7759743e-05,0
"814",3.1801178e-05,0
"815",1.1078226e-05,0
"816",1.4910841e-05,0
"817",1.5812873e-05,0
"818",1.2756209e-05,0
"819",1.2848026e-05,0
"820",1.1083878e-05,0
"821",1.8561433e-05,0
"822",1.4693052e-05,0
"823",1.3977864e-05,0
"824",1.6344295e-05,0
"825",1.9135125e-05,0
"826",1.8200171e-05,0
"827",1.5213561e-05,0
"828",1.1158743e-05,0
"829",1.5756659e-05,0
"830",1.6183034e-05,0
"831",1.8740216e-05,0
"832",1.6516435e-05,0
"833",1.3782486e-05,0
"834",1.8301292e-05,0
"835",1.8889841e-05,0
"836",1.161123e-05,0
"837",1.5528255e-05,0
"838",1.8483173e-05,0
"839",2.1939008e-05,0
"840",1.8680851e-05,0
"841",1.1323897e-05,0
"842",1.078556e-05,0
"843",1.3240632e-05,0
"844",2.0071439e-05,0
"845",1.001134e-05,0
"846",2.0802573e-05,0
"847",2.2658889e-05,0
"848",1.7388724e-05,0
"849",1.1953236e-05,0
"850",1.5379229e-05,0
"851",2.084901e-05,0
"852",1.3089405e-05,0
"853",2.2999098e-05,0
"854",1.738831e-05,0
"855",1.6402245e-05,0
"856",1.7323844e-05,0
"857",1.8638921e-05,0
"858",1.520323e-05,0
"859",1.9109073e-05,0
"860",2.0441377e-05,0
"861",1.6378342e-05,0
"862",1.5065421e-05,0
"863",1.3436481e-05,0
"864",9.9657434e-06,0
"865",2.3185041e-05,0
"866",9.6732033e-06,0
"867",1.3784588e-05,0
"868",1.1995675e-05,0
"869",1.3979478e-05,0
"870",1.2133389e-05,0
"871",1.28982e-05,0
"872",7.9278661e-06,0
"873",1.5973882e-05,0
"874",7.8476094e-06,0
"875",1.2754569e-05,0
"876",1.3754058e-05,0
"877",1.2291865e-05,0
"878",1.8951339e-05,0
"879",1.166984e-05,0
"880",1.2258778e-05,0
"881",1.1041505e-05,0
"882",2.115356e-05,0
"883",1.4567826e-05,0
"884",1.5388864e-05,0
"885",1.3194756e-05,0
"886",1.1556492e-05,0
"887",2.097785e-05,0
"888",1.1673242e-05,0
"889",1.1201405e-05,0
"890",1.3807451e-05,0
"891",1.3229741e-05,0
"892",8.1325918e-06,0
"893",1.9179455e-05,0
"894",8.5920439e-06,0
"895",1.3074201e-05,0
"896",1.2072054e-05,0
"897",1.6152156e-05,0
"898",1.1342696e-05,0
"899",1.7863393e-05,0
"900",1.4382913e-05,0
"901",2.0373818e-05,0
"902",1.1626203e-05,0
"903",1.2367127e-05,0
"904",1.1560647e-05,0
"905",9.9029536e-06,0
"906",9.0439704e-06,0
"907",0.010547086,1
"908",0.020185719,1
"909",0.084446668,1
"910",0.0044527421,1
"911",7.3321119e-05,1
"912",0.0098110651,1
"913",6.8705705e-05,1
"914",4.7153326e-05,0
"915",0.0041480677,1
"916",0.00045755388,1
"917",5.8126008e-05,0
"918",0.0021557494,1
"919",0.049116713,1
"920",0.027281648,1
"921",3.4392908e-05,0
"922",0.015940475,1
"923",4.1876563e-05,0
"924",0.00022296008,1
"925",0.0032700411,0
"926",0.0052615356,1
"927",0.00045288083,1
"928",2.875378e-05,0
"929",2.2473903e-05,0
"930",0.044532618,1
"931",0.13054543,0
"932",2.3002973e-05,0
"933",5.9027319e-05,0
"934",4.0555186e-05,0
"935",3.5030122e-05,0
"936",2.0723645e-05,0
"937",1.5913145e-05,0
"938",7.2324125e-05,1
"939",2.7560979e-05,0
"940",0.044222049,0
"941",1.7684992e-05,0
"942",3.1390489e-05,0
"943",2.4422596e-05,0
"944",2.403904e-05,0
"945",2.3046699e-05,0
"946",2.2979174e-05,0
"947",2.0618523e-05,0
"948",2.4664785e-05,0
"949",3.3904101e-05,0
"950",1.7054616e-05,0
"951",1.5121467e-05,0
"952",4.2158006e-05,0
"953",2.5645702e-05,0
"954",1.2984365e-05,0
"955",3.1459798e-05,0
"956",2.5517707e-05,0
"957",2.6894504e-05,0
"958",2.100772e-05,0
"959",2.1352259e-05,0
"960",3.1377962e-05,0
"961",2.1623086e-05,0
"962",2.0331235e-05,0
"963",3.348255e-05,0
"964",1.2814964e-05,0
"965",1.9695012e-05,0
"966",1.6261017e-05,0
"967",2.0547069e-05,0
"968",2.6763196e-05,0
"969",1.6015843e-05,0
"970",1.332225e-05,0
"971",1.8714958e-05,0
"972",2.7848244e-05,0
"973",1.9494102e-05,0
"974",1.8651531e-05,0
"975",0.12828863,0
"976",1.6257423e-05,0
"977",1.8823491e-05,0
"978",1.5147309e-05,0
"979",9.4850685e-06,0
"980",1.4513262e-05,0
"981",9.9619431e-06,0
"982",1.6411621e-05,0
"983",3.3274275e-05,0
"984",2.0004882e-05,0
"985",1.7281907e-05,0
"986",2.0856255e-05,0
"987",0.12351375,0
"988",1.3057321e-05,0
"989",1.3600677e-05,0
"990",1.7088486e-05,0
"991",1.4729213e-05,0
"992",3.1349741e-05,0
"993",1.4129445e-05,0
"994",0.12746269,0
"995",2.0078498e-05,0
"996",1.557679e-05,0
"997",9.6921107e-06,0
"998",1.0296919e-05,0
"999",2.1816583e-05,0
"1000",1.6119003e-05,0
"1001",2.1268125e-05,0
"1002",1.5743012e-05,0
"1003",1.3998866e-05,0
"1004",1.618192e-05,0
"1005",0.047482418,0
"1006",2.1813434e-05,0
"1007",1.5037139e-05,0
"1008",1.6546564e-05,0
"1009",1.6029798e-05,0
"1010",1.9580174e-05,0
"1011",1.9621877e-05,0
"1012",1.7324297e-05,0
"1013",1.7079302e-05,0
"1014",9.5152395e-06,0
"1015",0.081131453,0
"1016",1.4797645e-05,0
"1017",1.9406337e-05,0
"1018",1.6347576e-05,0
"1019",1.3518321e-05,0
"1020",0.13021571,0
"1021",1.4356857e-05,0
